"ibge","no_cidade","area_territorial","co_regiao_saude"
"520590","Corumbaíba","1883.67","52005"
"521483","Nova Crixás","7298.77","52012"
"420950","Laurentino","79.506","42004"
"521920","Santa Cruz de Goiás","1108.96","52005"
"522028","São Patrício","171.957","52013"
"522040","São Simão","414.011","52015"
"315053","Pingo-d'Água","66.57","31035"
"520725","Doverlândia","3222.94","52016"
"150812","Ulianópolis","5088.45","15008"
"240820","Nísia Floresta","307.839","24001"
"171200","Lajeado","322.484","17006"
"431053","Itaara","172.99","43001"
"351492","Elisiário","93.98","35151"
"260190","Bezerros","490.815","26003"
"311010","Caiana","106.459","31042"
"431213","Mato Castelhano","238.365","43017"
"220273","Coivaras","485.491","22004"
"251280","Riacho dos Cavalos","264.023","25008"
"280445","Nossa Senhora Aparecida","340.378","28003"
"500750","Rochedo","1561.06","50001"
"431070","Itatiba do Sul","212.194","43016"
"354460","Sabino","310.895","35065"
"316240","São João da Ponte","1851.1","31049"
"230920","Nova Olinda","284.399","23020"
"510890","Nova Maringá","11557.3","51004"
"430850","Frederico Westphalen","264.976","43015"
"290910","Coribe","2523.15","29021"
"240220","Canguaretama","245.406","24001"
"251640","Tacima","246.657","25002"
"431410","Passo Fundo","783.423","43017"
"411535","Maripá","283.794","41020"
"310280","Andrelândia","1005.28","31090"
"260220","Bom Jardim","218.432","26006"
"522205","Vicentinópolis","737.255","52002"
"412545","São José das Palmeiras","182.419","41020"
"220672","Nazária","363.588","22004"
"421555","Santa Helena","80.983","42001"
"261120","Poção","246.747","26003"
"150405","Mãe do Rio","469.489","15008"
"250420","Catingueira","529.451","25006"
"230565","Ipaporanga","702.131","23015"
"432035","Sentinela do Sul","281.965","43009"
"432030","Selbach","177.643","43012"
"316820","Tapiraí","407.919","31030"
"320455","Santa Maria de Jetibá","735.555","32002"
"355730","Estiva Gerbi","74.208","35141"
"510840","Várzea Grande","888.004","51002"
"411780","Palmital","817.649","41005"
"230720","Jati","361.069","23019"
"311230","Capelinha","965.367","31027"
"250280","Brejo do Cruz","398.918","25008"
"150480","Monte Alegre","18152.5","15002"
"521140","Itauçu","383.842","52001"
"311100","Campestre","577.843","31001"
"353610","Pardinho","209.894","35063"
"430865","Garruchos","799.852","43011"
"251490","São Mamede","530.725","25006"
"150510","Óbidos","28021.3","15002"
"230490","Groaíras","155.946","23011"
"351385","Dirce Reis","88.353","35153"
"430400","Campo Novo","222.074","43013"
"170035","Aliança do Tocantins","1579.75","17005"
"431800","São Borja","3616.03","43011"
"230015","Acarape","160.296","23003"
"251278","Riacho de Santo Antônio","91.323","25015"
"510794","Tabaporã","8317.06","51016"
"241220","São José de Mipibu","290.329","24001"
"354900","São Francisco","75.617","35153"
"315930","Santa Rita de Jacutinga","420.94","31090"
"354765","Santa Salete","79.389","35153"
"231270","Senador Pompeu","956.122","23008"
"316270","São João do Paraíso","1925.57","31085"
"412400","Santana do Itararé","251.267","41019"
"251385","Santo André","225.167","25016"
"315760","Santa Fé de Minas","2917.45","31055"
"241160","São Bento do Norte","288.724","24003"
"251335","Santa Inês","324.423","25007"
"500085","Angélica","1273.27","50003"
"280630","Santa Luzia do Itanhy","329.502","28002"
"420840","Itapiranga","280.114","42001"
"430511","Centenário","134.331","43016"
"430840","Formigueiro","581.992","43001"
"430970","Humaitá","134.514","43013"
"500710","Ribas do Rio Pardo","17308.1","50001"
"510270","Canarana","10854.3","51006"
"510642","Peixoto de Azevedo","14257.3","51015"
"520455","Caldazinha","250.887","52002"
"520540","Ceres","214.321","52013"
"520620","Cristalina","6162.06","52004"
"521590","Palminópolis","387.693","52010"
"522050","Serranópolis","5526.73","52016"
"432145","Teutônia","178.625","43030"
"521880","Rio Verde","8379.66","52015"
"354540","Salto Grande","188.396","35094"
"231170","Reriutaba","383.316","23011"
"251240","Puxinanã","72.68","25016"
"411960","Pitanga","1663.75","41005"
"521400","Mozarlândia","1734.36","52012"
"210890","Poção de Pedras","979.199","21010"
"421280","Balneário Piçarras","99.395","42005"
"130340","Parintins","5952.38","13005"
"261060","Paudalho","277.507","26006"
"110013","Machadinho D'Oeste","8509.32","11001"
"110029","Santa Luzia D'Oeste","1197.8","11005"
"110050","Novo Horizonte do Oeste","843.447","11005"
"110170","Urupá","831.858","11003"
"431440","Pelotas","1610.09","43021"
"120010","Brasiléia","3916.51","12001"
"130060","Benjamin Constant","8793.42","13009"
"130068","Boa Vista do Ramos","2586.84","13005"
"110040","Alto Paraíso","2651.81","11001"
"130115","Careiro da Várzea","2631.14","13001"
"130356","Rio Preto da Eva","5813.22","13001"
"130370","Santo Antônio do Içá","12307.2","13009"
"140060","São Luiz","1526.88","14002"
"150160","Bonito","586.734","15009"
"150400","Limoeiro do Ajuru","1490.18","15011"
"150460","Mocajuba","870.806","15011"
"150540","Ourém","562.385","15009"
"150746","São João da Ponta","195.917","15008"
"150805","Trairão","11991.1","15010"
"160015","Pedra Branca do Amapari","9495.48","16001"
"170040","Almas","4013.23","17003"
"352215","Itaóca","183.015","35162"
"221070","Simões","1071.53","22009"
"293015","Serra do Ramalho","2593.43","29021"
"230945","Ocara","765.407","23022"
"261000","Palmares","339.29","26008"
"521460","Niquelândia","9843.24","52014"
"500560","Miranda","5478.84","50001"
"270470","Marechal Deodoro","331.68","27001"
"240740","Martins","169.463","24006"
"314350","Morada Nova de Minas","2084.27","31024"
"421003","Luzerna","116.832","42008"
"220997","São João do Arraial","213.354","22003"
"412520","São Jorge d'Oeste","379.546","41008"
"240610","Jucurutu","933.723","24004"
"170610","Cristalândia","1848.24","17007"
"250880","Malta","156.241","25006"
"171245","Luzinópolis","279.562","17002"
"171280","Maurilândia do Tocantins","738.103","17002"
"172000","Santa Terezinha do Tocantins","269.676","17002"
"260900","Macaparana","108.048","26005"
"210637","Maranhãozinho","972.612","21019"
"210845","Peritoró","824.718","21007"
"353580","Paranapanema","1018.73","35061"
"210790","Passagem Franca","1358.32","21015"
"150555","Pau D'Arco","1671.42","15001"
"320350","Montanha","1097.93","32003"
"230960","Pacajus","254.477","23022"
"320340","Mimoso do Sul","867.283","32004"
"210770","Paraibano","530.515","21015"
"260840","Jurema","148.253","26003"
"171800","Porto Alegre do Tocantins","502.024","17003"
"171700","Pindorama do Tocantins","1559.08","17008"
"211040","São Benedito do Rio Preto","931.476","21009"
"172015","São Félix do Tocantins","1908.67","17006"
"241190","São Francisco do Oeste","75.587","24006"
"241150","Santo Antônio","301.08","24001"
"230540","Icó","1872","23017"
"430912","Gramado dos Loureiros","131.396","43020"
"210408","Fernando Falcão","5086.56","21004"
"211245","Turilândia","1511.85","21011"
"411885","Perobal","407.581","41012"
"431295","Nova Boa Vista","94.238","43020"
"412170","Reserva","1634.95","41021"
"431507","Porto Vera Cruz","113.647","43014"
"421380","Praia Grande","278.576","42014"
"130002","Alvarães","5911.77","13008"
"520082","Amaralina","1343.17","52014"
"420543","Formosa do Sul","99.576","42002"
"520740","Edéia","1461.5","52002"
"130040","Barcelos","122476","13001"
"520357","Bonópolis","1628.48","52008"
"130063","Beruri","17250.7","13002"
"210160","Barra do Corda","5202.68","21004"
"310170","Almenara","2294.42","31094"
"150070","Anajás","6921.71","15014"
"251180","Pirpirituba","79.844","25002"
"270720","Poço das Trincheiras","291.935","27009"
"293325","Vereda","874.24","29026"
"261540","Toritama","25.704","26003"
"500325","Costa Rica","5371.81","50001"
"430520","Cerro Largo","177.676","43011"
"171320","Miracema do Tocantins","2656.08","17006"
"312770","Governador Valadares","2342.32","31036"
"431370","Palmeira das Missões","1419.44","43020"
"431403","Pareci Novo","57.407","43008"
"522160","Uruaçu","2141.81","52014"
"172090","Taguatinga","2437.39","17003"
"412720","Terra Boa","320.851","41011"
"510810","Tesouro","4169.56","51013"
"320150","Colatina","1423.28","32001"
"120017","Capixaba","1702.58","12002"
"290720","Casa Nova","9646.96","29016"
"410420","Campo Largo","1249.42","41002"
"510035","Alto Boa Vista","2240.45","51009"
"330630","Volta Redonda","182.483","33004"
"314620","Ouro Verde de Minas","175.482","31099"
"317065","Vargem Grande do Rio Pardo","491.511","31085"
"320390","Nova Venécia","1448.36","32003"
"314310","Monte Carmelo","1343.04","31074"
"421825","Timbó Grande","596.939","42009"
"211195","Sucupira do Riachão","564.965","21015"
"410445","Cantagalo","583.541","41005"
"420300","Caçador","981.903","42009"
"410390","Campina da Lagoa","796.616","41011"
"412630","Sengés","1437.37","41003"
"230700","Jaguaruana","847.261","23009"
"241440","Touros","840.375","24003"
"431225","Minas do Leão","424.341","43009"
"150470","Moju","9094.11","15011"
"431890","São Luiz Gonzaga","1295.68","43011"
"355030","São Paulo","1523.28","35016"
"316390","São Pedro da União","260.827","31002"
"430240","Bom Retiro do Sul","102.327","43030"
"350750","Botucatu","1482.64","35063"
"500230","Brasilândia","5806.91","50004"
"520485","Campo Limpo de Goiás","159.557","52011"
"412230","Rio Negro","603.248","41002"
"410760","Faxinal","715.945","41016"
"411370","Londrina","1653.26","41017"
"291980","Macaúbas","2994.14","29003"
"510777","Santa Terezinha","6467.4","51003"
"520060","Alto Paraíso de Goiás","2593.9","52003"
"210060","Amarante do Maranhão","7438.02","21008"
"311265","Capitão Andrade","279.088","31036"
"220360","Eliseu Martins","1090.45","22002"
"250760","Juarez Távora","70.841","25012"
"210598","Lajeado Novo","1047.73","21008"
"500490","Jaraguari","2912.83","50001"
"500740","Rio Verde de Mato Grosso","8153.91","50001"
"354450","Rubinéia","236.873","35152"
"410165","Arapuã","217.974","41022"
"330023","Armação dos Búzios","70.278","33002"
"150270","Conceição do Araguaia","5829.47","15001"
"260740","Itacuruba","430.031","26012"
"431041","Inhacorá","114.111","43013"
"421315","Planalto Alegre","62.633","42002"
"430163","Balneário Pinhal","103.758","43005"
"420210","Barra Velha","140.177","42011"
"312800","Guanhães","1075.12","31020"
"210290","Carutapera","1232.07","21019"
"310110","Aimorés","1348.77","31040"
"261130","Pombos","204.052","26010"
"251272","Pedro Régis","73.559","25014"
"353780","Piedade","746.868","35163"
"522060","Silvânia","2345.94","52002"
"293360","Xique-Xique","5502.3","29010"
"410865","Goioxim","702.472","41005"
"314810","Patrocínio","2874.34","31074"
"251720","Vieirópolis","146.778","25010"
"432234","Ubiretama","126.693","43011"
"430675","Doutor Ricardo","108.434","43029"
"312430","Espinosa","1868.96","31052"
"351370","Descalvado","753.706","35034"
"291005","Dias d'Ávila","184.229","29004"
"500348","Dois Irmãos do Buriti","2344.6","50001"
"411710","Nova Londrina","269.389","41014"
"314430","Nanuque","1517.97","31066"
"220850","Porto","252.714","22003"
"171830","Praia Norte","289.053","17002"
"431390","Panambi","490.859","43013"
"522070","Sítio d'Abadia","1598.34","52007"
"410520","Cerro Azul","1341.19","41002"
"110092","Chupinguaia","5126.73","11006"
"250937","Mato Grosso","83.522","25008"
"431177","Maquiné","621.696","43004"
"411480","Marialva","475.565","41015"
"411560","Matelândia","639.748","41009"
"411680","Nova Cantu","555.489","41011"
"421625","São João do Oeste","163.651","42001"
"315800","Santa Maria de Itabira","597.437","31021"
"330040","Barra Mansa","547.226","33004"
"351885","Guatapará","413.06","35132"
"330160","Duas Barras","375.126","33009"
"355040","São Pedro","610.997","35103"
"350335","Arco-Íris","264.733","35095"
"410130","Antônio Olinto","469.759","41006"
"411980","Planalto","345.74","41008"
"150350","Irituia","1379.36","15008"
"412190","Ribeirão do Pinhal","374.733","41018"
"313970","Maravilhas","261.604","31024"
"211170","São Vicente Ferrer","390.843","21018"
"220177","Boa Hora","337.566","22001"
"220277","Colônia do Piauí","947.881","22008"
"220327","Curral Novo do Piauí","752.308","22009"
"291110","Formosa do Rio Preto","16404.4","29002"
"312480","Estrela do Sul","822.454","31074"
"220335","Dirceu Arcoverde","1017.05","22006"
"430645","Dois Lajeados","133.373","43029"
"290970","Cristópolis","1043.1","29002"
"220285","Coronel José Dias","1914.81","22006"
"430537","Charrua","198.125","43016"
"150260","Colares","609.789","15007"
"430544","Chuvisca","220.472","43009"
"351120","Catiguá","148.393","35151"
"220455","Guaribas","3118.22","22006"
"510260","Campinápolis","5835.48","51005"
"420360","Campos Novos","1719.18","42008"
"220559","Lagoa do Sítio","804.7","22010"
"220675","Nossa Senhora de Nazaré","356.262","22001"
"220810","Pimenteiras","4563.1","22010"
"220855","Porto Alegre do Piauí","1169.44","22011"
"220865","Queimada Nova","1352.39","22009"
"221065","Sigefredo Pacheco","966.984","22001"
"221120","Uruçuí","8411.88","22007"
"231085","Pindoretama","72.964","23022"
"231310","Tabuleiro do Norte","861.817","23010"
"231340","Tianguá","908.883","23013"
"240420","Goianinha","192.278","24001"
"240720","Macau","788.027","24003"
"241120","Santa Cruz","624.352","24005"
"241255","São Miguel do Gostoso","342.037","24003"
"250160","Barra de Santa Rosa","775.654","25004"
"250330","Cachoeira dos Índios","193.067","25009"
"220556","Lagoa do Barro do Piauí","1261.94","22006"
"313340","Itapagipe","1802.44","31071"
"420790","Irineópolis","591.292","42012"
"431020","Ijuí","689.136","43013"
"351870","Guarujá","142.882","35041"
"291185","Heliópolis","312.455","29019"
"260650","Iati","635.133","26004"
"410900","Guapirama","189.1","41019"
"210407","Feira Nova do Maranhão","1473.41","21003"
"210440","Gonçalves Dias","878.545","21012"
"220430","Fronteiras","775.677","22009"
"500380","Fátima do Sul","315.161","50003"
"251350","Santana de Mangueira","402.15","25007"
"260030","Agrestina","201.445","26003"
"260240","Brejão","159.786","26004"
"260280","Buíque","1347.65","26002"
"260680","Igarassu","305.559","26010"
"260710","Ingazeira","243.668","26001"
"260795","Jaqueira","87.208","26008"
"261170","Riacho das Almas","314.001","26003"
"261340","São José da Coroa Grande","69.338","26008"
"261500","Taquaritinga do Norte","475.181","26003"
"261640","Vitória de Santo Antão","371.803","26010"
"270200","Coité do Nóia","88.509","27007"
"270760","Quebrangulo","319.831","27004"
"280540","Poço Redondo","1232.12","28005"
"290320","Barreiras","7859.13","29002"
"290327","Barrocas","200.96","29025"
"430355","Camargo","138.069","43017"
"280067","Boquim","205.938","28002"
"290450","Brotas de Macaúbas","2240","29008"
"210177","Bela Vista do Maranhão","255.415","21014"
"310650","Berilo","587.105","31064"
"310730","Bocaiúva","3227.62","31083"
"420207","Balneário Gaivota","147.496","42014"
"420005","Abdon Batista","235.598","42008"
"520015","Adelândia","115.353","52010"
"430010","Agudo","536.117","43001"
"430040","Alegrete","7803.99","43003"
"291950","Livramento de Nossa Senhora","2135.58","29003"
"250080","Araçagi","231.154","25002"
"250100","Araruna","245.722","25002"
"290920","Coronel João Sá","883.432","29019"
"292090","Mascote","772.461","29009"
"320030","Alfredo Chaves","615.595","32004"
"292420","Pedro Alexandre","896.162","29017"
"317107","Veredinha","631.69","31027"
"410185","Ariranha do Ivaí","239.563","41022"
"432218","Tupanci do Sul","135.115","43018"
"292730","Salinas da Margarida","149.821","29022"
"293300","Valente","384.321","29025"
"150800","Tomé-Açu","5145.34","15007"
"241250","São Miguel","171.69","24006"
"412100","Querência do Norte","914.765","41014"
"292480","Piritiba","975.576","29014"
"412125","Ramilândia","237.196","41009"
"292720","Ruy Barbosa","2171.44","29011"
"251190","Pitimbu","136.434","25001"
"150690","Santarém Novo","229.509","15009"
"412385","Santa Maria do Oeste","847.139","41022"
"150553","Parauapebas","6957.32","15003"
"311535","Catas Altas","240.042","31021"
"260915","Manari","381.275","26002"
"312550","São Gonçalo do Rio Preto","314.458","31026"
"291915","Lapão","602.44","29010"
"431120","Júlio de Castilhos","1929.39","43001"
"312090","Curvelo","3298.79","31019"
"311360","Careaçu","181.009","31007"
"314000","Mariana","1194.21","31022"
"310920","Buenópolis","1599.88","31019"
"313580","Jequitinhonha","3514.21","31094"
"410980","Ibiporã","297.743","41017"
"240350","Espírito Santo","135.837","24001"
"410990","Icaraíma","675.242","41012"
"230530","Ibiapina","414.936","23013"
"314625","Padre Carvalho","446.325","31098"
"420120","Antônio Carlos","229.119","42007"
"210940","Primeira Cruz","1367.67","21013"
"350510","Barbosa","205.15","35023"
"210405","Estreito","2718.97","21008"
"355210","Socorro","449.029","35071"
"250950","Montadas","31.587","25003"
"310690","Bicas","140.082","31047"
"431162","Lindolfo Collor","32.991","43007"
"240760","Messias Targino","135.096","24002"
"150616","Rio Maria","4114.6","15001"
"241090","Riachuelo","262.886","24003"
"290485","Cabaceiras do Paraguaçu","226.022","29005"
"230837","Miraíma","699.96","23006"
"230650","Itapiúna","588.696","23004"
"310100","Águas Vermelhas","1258.8","31068"
"261220","Salgueiro","1686.81","26011"
"510637","Pedra Preta","4108.59","51013"
"431395","Pantano Grande","841.229","43028"
"316030","Santo Antônio do Jacinto","503.375","31094"
"421610","São Domingos","383.652","42003"
"421930","Videira","377.853","42009"
"312350","Douradoquara","312.878","31074"
"210805","Paulino Neves","979.173","21006"
"355180","Sete Barras","1053.47","35121"
"220650","Monsenhor Hipólito","401.432","22009"
"352430","Jaboticabal","706.603","35131"
"230680","Jaguaribara","668.734","23010"
"230580","Ipu","629.312","23011"
"320495","São Roque do Canaã","342.395","32001"
"220560","Landri Sales","1088.58","22011"
"352870","Marabá Paulista","917.675","35114"
"352700","Lindóia","48.756","35074"
"220980","São Gonçalo do Piauí","150.215","22004"
"430300","Cachoeira do Sul","3735.18","43027"
"250230","Bom Sucesso","184.101","25008"
"171195","Lagoa do Tocantins","911.34","17006"
"170370","Brejinho de Nazaré","1724.45","17008"
"260210","Bom Conselho","792.182","26004"
"352260","Itapira","518.385","35141"
"311610","Chapada do Norte","830.968","31027"
"260290","Cabo de Santo Agostinho","446.578","26010"
"330440","Rio Claro","840.59","33004"
"150310","Gurupá","8540.1","15014"
"351900","Herculândia","364.641","35095"
"312965","Ibiracatu","353.413","31049"
"316380","São Miguel do Anta","152.111","31061"
"316400","São Pedro dos Ferros","402.757","31060"
"316780","Soledade de Minas","196.866","31008"
"311600","Chalé","212.674","31059"
"350900","Caieiras","96.698","35012"
"353880","Piraju","504.505","35061"
"520870","Goiânia","732.801","52001"
"410775","Figueira","129.77","41019"
"430064","Ametista do Sul","93.49","43015"
"291760","Jaguaquara","928.235","29015"
"431265","Não-Me-Toque","361.672","43017"
"431950","São Sebastião do Caí","111.435","43008"
"355220","Sorocaba","448.989","35163"
"240725","Major Sales","31.971","24006"
"520010","Abadiânia","1045.13","52011"
"316720","Sete Lagoas","537.638","31024"
"172049","São Valério","2519.58","17005"
"521839","Professor Jamil","347.465","52002"
"510670","Ponte Branca","685.98","51005"
"171890","Santa Rosa do Tocantins","1796.25","17008"
"210090","Araioses","1782.59","21006"
"310630","Belo Oriente","334.909","31037"
"411095","Itaipulândia","331.289","41009"
"410790","Floresta","158.226","41015"
"251275","Riachão do Bacamarte","38.369","25012"
"291710","Itororó","313.585","29013"
"291720","Ituaçu","1216.25","29003"
"230160","Assaré","1116.32","23020"
"330560","Silva Jardim","937.547","33006"
"313730","Lagoa dos Patos","600.546","31050"
"312690","Frei Inocêncio","469.556","31036"
"313720","Lagoa da Prata","439.984","31087"
"313740","Lagoa Dourada","476.693","31015"
"410700","Curiúva","576.264","41021"
"350180","Américo de Campos","253.101","35157"
"291010","Dom Basílio","676.894","29003"
"411007","Imbaú","331.276","41021"
"293240","Uibaí","550.998","29010"
"231320","Tamboril","2000.77","23015"
"430560","Colorado","285.263","43012"
"280460","Nossa Senhora das Dores","483.347","28006"
"270540","Monteirópolis","86.103","27009"
"150215","Canaã dos Carajás","3146.4","15003"
"521440","Nazário","269.103","52001"
"330320","Nilópolis","19.393","33005"
"330290","Miguel Pereira","289.183","33003"
"310860","Brasília de Minas","1399.48","31049"
"313860","Lima Duarte","848.563","31090"
"354570","Santa Albertina","272.774","35153"
"120080","Porto Acre","2604.73","12002"
"412860","Verê","311.802","41008"
"280370","Macambira","136.936","28003"
"291830","Jitaúna","218.906","29015"
"352360","Itirapina","564.183","35104"
"420740","Imbuia","121.9","42004"
"354060","Porto Feliz","557.103","35163"
"353740","Pereira Barreto","978.885","35022"
"170825","Fortaleza do Tabocão","621.56","17006"
"510600","Nortelândia","1348.93","51004"
"270910","Taquarana","166.045","27007"
"411435","Manfrinópolis","216.416","41008"
"311560","Cedro do Abaeté","283.211","31024"
"411550","Marumbi","208.47","41016"
"170070","Alvorada","1212.17","17005"
"350790","Brotas","1101.39","35064"
"411210","Jandaia do Sul","187.601","41016"
"290660","Candiba","417.975","29007"
"292120","Miguel Calmon","1568.22","29014"
"313835","Leme do Prado","280.036","31027"
"150745","São Geraldo do Araguaia","3168.37","15003"
"291850","Jussara","948.64","29010"
"411220","Janiópolis","335.651","41011"
"312980","Ibirité","72.573","31018"
"310925","Bugre","161.906","31037"
"420730","Imbituba","182.541","42016"
"230550","Iguatu","1017.09","23018"
"410100","Ampére","298.35","41008"
"310420","Arcos","509.873","31087"
"412280","Salgado Filho","189.316","41008"
"430980","Ibiaçá","348.818","43018"
"421680","São José do Cerrito","946.246","42013"
"432345","Vila Nova do Sul","507.945","43001"
"150360","Itaituba","62040.1","15010"
"320160","Conceição da Barra","1187.77","32003"
"530010","Brasília","5787.78","53001"
"220550","José de Freitas","1538.17","22004"
"210410","Fortaleza dos Nogueiras","1664.32","21003"
"351890","Guzolândia","252.015","35021"
"312920","Heliodora","153.95","31007"
"320250","Ibiraçu","199.849","32001"
"420690","Ibirama","246.705","42004"
"354920","São João das Duas Pontes","129.34","35154"
"354925","São João de Iracema","178.61","35154"
"410970","Ibaiti","897.737","41019"
"431843","São João do Polêsine","85.17","43001"
"354870","São Bernardo do Campo","408.773","35015"
"420610","Grão Pará","336.17","42016"
"230470","Granja","2698.1","23016"
"351740","Guaíra","1258.48","35051"
"310870","Brás Pires","223.351","31048"
"220196","Brasileira","880.906","22003"
"280320","Itaporanga d'Ajuda","739.922","28001"
"280380","Malhada dos Bois","63.199","28007"
"170650","Darcinópolis","1639.16","17001"
"312220","Divinolândia de Minas","133.12","31036"
"311830","Conselheiro Lafaiete","370.245","31079"
"315890","Santana do Manhuaçu","347.362","31059"
"410750","Engenheiro Beltrão","467.471","41011"
"292760","Santa Brígida","882.852","29017"
"412320","Santa Cecília do Pavão","110.2","41018"
"292670","Rio de Contas","1063.75","29003"
"420450","Corupá","405.002","42011"
"210315","Centro do Guilherme","1074.06","21019"
"351140","Cerqueira César","508.53","35061"
"210990","Santa Inês","410.001","21014"
"351390","Divinolândia","222.127","35143"
"421430","Rancho Queimado","286.433","42007"
"315410","Recreio","234.296","31044"
"521810","Portelândia","556.576","52016"
"311390","Carmo da Cachoeira","506.333","31010"
"351080","Casa Branca","864.181","35143"
"311500","Cascalho Rico","367.308","31075"
"320140","Castelo","664.226","32004"
"210310","Cedral","289.024","21011"
"220211","Campo Alegre do Fidalgo","657.811","22006"
"431645","Salto do Jacuí","507.425","43012"
"354180","Queiroz","233.79","35095"
"354340","Ribeirão Preto","651.276","35132"
"240270","Cerro Corá","393.572","24004"
"230320","Caririaçu","637.353","23021"
"431514","Presidente Lucena","49.426","43007"
"315340","Presidente Olegário","3503.79","31057"
"411925","Pinhal de São Bento","97.464","41008"
"330395","Pinheiral","76.53","33004"
"292465","Pintadas","545.534","29006"
"290500","Caculé","668.367","29007"
"290515","Caetanos","774.692","29028"
"350910","Caiuá","552.141","35114"
"220780","Paulistana","1969.95","22009"
"314950","Pequeri","90.833","31047"
"311130","Campo do Meio","275.426","31001"
"270150","Campo Grande","167.32","27007"
"410430","Campo Mourão","757.876","41011"
"350970","Campos do Jordão","290.52","35174"
"311160","Campos Gerais","769.504","31001"
"353960","Planalto","290.1","35156"
"314875","Pedra Bonita","173.928","31042"
"353770","Piacatu","232.364","35023"
"290400","Boninal","934.018","29023"
"220198","Brejo do Piauí","2183.35","22011"
"210920","Presidente Juscelino","354.694","21013"
"171845","Pugmil","401.833","17007"
"350830","Cabrália Paulista","239.91","35062"
"353530","Palmital","547.806","35092"
"314710","Pará de Minas","551.247","31032"
"350030","Aguaí","474.741","35142"
"420050","Águas de Chapecó","139.13","42002"
"315040","Piedade dos Gerais","259.638","31017"
"241000","Pilões","82.688","24006"
"314720","Paraguaçu","424.296","31001"
"410395","Campina do Simão","448.425","41005"
"250270","Borborema","25.979","25002"
"310900","Brumadinho","639.434","31017"
"290470","Buerarema","230.459","29012"
"290340","Belmonte","1961.19","29018"
"314590","Ouro Branco","258.726","31078"
"430100","Arroio do Meio","157.957","43029"
"220105","Assunção do Piauí","1690.69","22001"
"421895","Urupema","353.126","42013"
"432170","Três Coroas","185.54","43006"
"292275","Nova Ibiá","178.74","29027"
"350430","Avaí","540.46","35062"
"290250","Baianópolis","3342.64","29002"
"430165","Barão","124.489","43008"
"250157","Barra de Santana","376.91","25015"
"430195","Barra Funda","60.033","43020"
"421105","Monte Carlo","193.763","42008"
"314340","Monte Sião","291.594","31007"
"314460","Nepomuceno","582.553","31004"
"353260","Nhandeara","435.772","35157"
"521300","Maurilândia","389.756","52015"
"520260","Aurilândia","565.34","52010"
"314370","Morro do Pilar","477.548","31021"
"330310","Natividade","386.74","33007"
"314465","Ninheira","1108.23","31085"
"260020","Afrânio","1490.59","26009"
"420020","Agrolândia","207.12","42004"
"314250","Monjolos","650.91","31019"
"431190","Marcelino Ramos","229.619","43016"
"320040","Anchieta","407.811","32004"
"290195","Apuarema","154.857","29015"
"314085","Matias Cardoso","1949.73","31052"
"292130","Milagres","284.375","29022"
"314260","Monsenhor Paulo","216.54","31012"
"314280","Monte Alegre de Minas","2595.96","31075"
"410140","Apucarana","558.39","41016"
"210087","Araguanã","805.194","21019"
"430087","Araricá","35.291","43007"
"314030","Marliéria","545.812","31035"
"314055","Mata Verde","227.515","31094"
"291990","Macururé","2294.27","29017"
"293330","Vitória da Conquista","3405.58","29028"
"293350","Wenceslau Guimarães","674.028","29027"
"231390","Uruoca","696.749","23011"
"241475","Venha-Ver","71.622","24006"
"432320","Victor Graeff","238.274","43017"
"317140","Vieiras","112.691","31045"
"230780","Marco","574.134","23012"
"211300","Vitorino Freire","1305.09","21002"
"421910","Vargeão","166.446","42003"
"317090","Varzelândia","814.993","31049"
"352450","Jaci","145.524","35156"
"412800","Ubiratã","652.583","41011"
"355380","Taquarituba","448.429","35061"
"251660","Tavares","237.329","25011"
"291890","Lajedão","615.518","29026"
"220545","Joca Marques","166.442","22003"
"313680","Juramento","431.629","31084"
"240640","Lagoa de Velhos","112.844","24005"
"260845","Lagoa do Carro","69.665","26006"
"500795","Tacuru","1785.33","50003"
"313610","Joanésia","233.292","31037"
"291520","Itagibá","788.835","29015"
"291600","Itanhém","1463.83","29026"
"355280","Taboão da Serra","20.293","35013"
"316410","São Pedro do Suaçuí","308.105","31080"
"355090","São Simão","617.202","35132"
"292990","Seabra","2517.27","29023"
"320480","São José do Calçado","272.645","32004"
"291580","Itambé","1441.58","29013"
"355170","Sertãozinho","402.57","35131"
"320290","Itarana","299.078","32002"
"313380","Itaúna","495.768","31031"
"431033","Imbé","39.395","43005"
"355450","Tietê","404.792","35163"
"355140","Serra Azul","283.031","35132"
"316555","Setubinha","534.654","31099"
"432065","Silveira Martins","118.423","43001"
"293075","Sítio do Mato","1751.03","29021"
"241370","Sítio Novo","213.458","24005"
"313080","Ingaí","305.591","31004"
"313110","Inimutaba","524.467","31019"
"291450","Irará","277.791","29006"
"420650","Guaramirim","268.12","42011"
"312840","Guarani","264.193","31048"
"421775","Sul Brasil","112.7","42002"
"431937","São Pedro do Butiá","107.631","43011"
"350820","Buritizal","266.42","35083"
"315270","Prados","264.115","31015"
"315280","Prata","4847.54","31075"
"315330","Presidente Kubitschek","189.235","31026"
"431447","Pinhal Grande","477.127","43001"
"351000","Cândido Mota","596.211","35092"
"311205","Cantagalo","141.855","31080"
"351030","Capela do Alto","169.89","35163"
"311260","Capinópolis","620.716","31073"
"310945","Cabeceira Grande","1031.31","31058"
"110004","Cacoal","3792.8","11002"
"311000","Caeté","542.571","31016"
